LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN2811300000000,28,113,"Pike County, MS",2014,,"14,542     ","13,340     ","1,202     ",8.3     
CN2811500000000,28,115,"Pontotoc County, MS",2014,,"13,486     ","12,570     ",916     ,6.8     
CN2811700000000,28,117,"Prentiss County, MS",2014,,"10,857     ","10,045     ",812     ,7.5     
CN2811900000000,28,119,"Quitman County, MS",2014,,"2,751     ","2,392     ",359     ,13.0     
CN2812100000000,28,121,"Rankin County, MS",2014,,"70,991     ","67,699     ","3,292     ",4.6     
CN2812300000000,28,123,"Scott County, MS",2014,,"12,672     ","11,976     ",696     ,5.5     
CN2812500000000,28,125,"Sharkey County, MS",2014,,"1,769     ","1,574     ",195     ,11.0     
CN2812700000000,28,127,"Simpson County, MS",2014,,"10,761     ","10,074     ",687     ,6.4     
CN2812900000000,28,129,"Smith County, MS",2014,,"6,727     ","6,338     ",389     ,5.8     
CN2813100000000,28,131,"Stone County, MS",2014,,"6,332     ","5,792     ",540     ,8.5     
CN2813300000000,28,133,"Sunflower County, MS",2014,,"8,660     ","7,579     ","1,081     ",12.5     
CN2813500000000,28,135,"Tallahatchie County, MS",2014,,"5,841     ","5,300     ",541     ,9.3     
CN2813700000000,28,137,"Tate County, MS",2014,,"11,775     ","10,777     ",998     ,8.5     
CN2813900000000,28,139,"Tippah County, MS",2014,,"8,727     ","8,003     ",724     ,8.3     
CN2814100000000,28,141,"Tishomingo County, MS",2014,,"7,592     ","7,007     ",585     ,7.7     
CN2814300000000,28,143,"Tunica County, MS",2014,,"4,759     ","4,199     ",560     ,11.8     
CN2814500000000,28,145,"Union County, MS",2014,,"12,849     ","12,060     ",789     ,6.1     
CN2814700000000,28,147,"Walthall County, MS",2014,,"5,156     ","4,669     ",487     ,9.4     
CN2814900000000,28,149,"Warren County, MS",2014,,"20,942     ","19,343     ","1,599     ",7.6     
CN2815100000000,28,151,"Washington County, MS",2014,,"18,363     ","16,064     ","2,299     ",12.5     
CN2815300000000,28,153,"Wayne County, MS",2014,,"7,737     ","7,052     ",685     ,8.9     
CN2815500000000,28,155,"Webster County, MS",2014,,"3,965     ","3,625     ",340     ,8.6     
CN2815700000000,28,157,"Wilkinson County, MS",2014,,"2,835     ","2,511     ",324     ,11.4     
CN2815900000000,28,159,"Winston County, MS",2014,,"7,153     ","6,440     ",713     ,10.0     
CN2816100000000,28,161,"Yalobusha County, MS",2014,,"4,922     ","4,469     ",453     ,9.2     
CN2816300000000,28,163,"Yazoo County, MS",2014,,"9,277     ","8,355     ",922     ,9.9     
CN2900100000000,29,001,"Adair County, MO",2014,,"10,602     ","9,918     ",684     ,6.5     
CN2900300000000,29,003,"Andrew County, MO",2014,,"9,859     ","9,351     ",508     ,5.2     
CN2900500000000,29,005,"Atchison County, MO",2014,,"2,874     ","2,719     ",155     ,5.4     
CN2900700000000,29,007,"Audrain County, MO",2014,,"11,244     ","10,616     ",628     ,5.6     
CN2900900000000,29,009,"Barry County, MO",2014,,"14,816     ","13,907     ",909     ,6.1     
CN2901100000000,29,011,"Barton County, MO",2014,,"5,489     ","5,144     ",345     ,6.3     
CN2901300000000,29,013,"Bates County, MO",2014,,"8,104     ","7,531     ",573     ,7.1     
CN2901500000000,29,015,"Benton County, MO",2014,,"7,181     ","6,623     ",558     ,7.8     
CN2901700000000,29,017,"Bollinger County, MO",2014,,"5,647     ","5,265     ",382     ,6.8     
CN2901900000000,29,019,"Boone County, MO",2014,,"97,699     ","93,628     ","4,071     ",4.2     
CN2902100000000,29,021,"Buchanan County, MO",2014,,"46,293     ","43,657     ","2,636     ",5.7     
CN2902300000000,29,023,"Butler County, MO",2014,,"19,102     ","17,757     ","1,345     ",7.0     
CN2902500000000,29,025,"Caldwell County, MO",2014,,"4,337     ","4,099     ",238     ,5.5     
CN2902700000000,29,027,"Callaway County, MO",2014,,"21,801     ","20,575     ","1,226     ",5.6     
CN2902900000000,29,029,"Camden County, MO",2014,,"18,816     ","17,285     ","1,531     ",8.1     
CN2903100000000,29,031,"Cape Girardeau County, MO",2014,,"40,694     ","38,473     ","2,221     ",5.5     
CN2903300000000,29,033,"Carroll County, MO",2014,,"4,741     ","4,403     ",338     ,7.1     
CN2903500000000,29,035,"Carter County, MO",2014,,"2,559     ","2,330     ",229     ,8.9     
CN2903700000000,29,037,"Cass County, MO",2014,,"52,846     ","49,824     ","3,022     ",5.7     
CN2903900000000,29,039,"Cedar County, MO",2014,,"5,866     ","5,493     ",373     ,6.4     
CN2904100000000,29,041,"Chariton County, MO",2014,,"3,853     ","3,630     ",223     ,5.8     
CN2904300000000,29,043,"Christian County, MO",2014,,"42,225     ","40,148     ","2,077     ",4.9     
CN2904500000000,29,045,"Clark County, MO",2014,,"3,441     ","3,203     ",238     ,6.9     
CN2904700000000,29,047,"Clay County, MO",2014,,"129,494     ","122,474     ","7,020     ",5.4     
CN2904900000000,29,049,"Clinton County, MO",2014,,"10,693     ","10,065     ",628     ,5.9     
CN2905100000000,29,051,"Cole County, MO",2014,,"39,680     ","37,689     ","1,991     ",5.0     
CN2905300000000,29,053,"Cooper County, MO",2014,,"7,655     ","7,198     ",457     ,6.0     
CN2905500000000,29,055,"Crawford County, MO",2014,,"10,896     ","10,025     ",871     ,8.0     
CN2905700000000,29,057,"Dade County, MO",2014,,"3,511     ","3,300     ",211     ,6.0     
CN2905900000000,29,059,"Dallas County, MO",2014,,"6,970     ","6,441     ",529     ,7.6     
CN2906100000000,29,061,"Daviess County, MO",2014,,"4,039     ","3,804     ",235     ,5.8     
CN2906300000000,29,063,"DeKalb County, MO",2014,,"4,974     ","4,705     ",269     ,5.4     
CN2906500000000,29,065,"Dent County, MO",2014,,"6,274     ","5,850     ",424     ,6.8     
CN2906700000000,29,067,"Douglas County, MO",2014,,"5,031     ","4,647     ",384     ,7.6     
CN2906900000000,29,069,"Dunklin County, MO",2014,,"13,146     ","11,955     ","1,191     ",9.1     
CN2907100000000,29,071,"Franklin County, MO",2014,,"52,120     ","48,755     ","3,365     ",6.5     
CN2907300000000,29,073,"Gasconade County, MO",2014,,"7,623     ","7,220     ",403     ,5.3     
CN2907500000000,29,075,"Gentry County, MO",2014,,"3,637     ","3,432     ",205     ,5.6     
CN2907700000000,29,077,"Greene County, MO",2014,,"147,446     ","140,284     ","7,162     ",4.9     
CN2907900000000,29,079,"Grundy County, MO",2014,,"4,904     ","4,645     ",259     ,5.3     
CN2908100000000,29,081,"Harrison County, MO",2014,,"3,984     ","3,723     ",261     ,6.6     
CN2908300000000,29,083,"Henry County, MO",2014,,"10,128     ","9,471     ",657     ,6.5     
CN2908500000000,29,085,"Hickory County, MO",2014,,"3,699     ","3,390     ",309     ,8.4     
CN2908700000000,29,087,"Holt County, MO",2014,,"2,699     ","2,567     ",132     ,4.9     
CN2908900000000,29,089,"Howard County, MO",2014,,"4,992     ","4,723     ",269     ,5.4     
CN2909100000000,29,091,"Howell County, MO",2014,,"16,289     ","15,127     ","1,162     ",7.1     
CN2909300000000,29,093,"Iron County, MO",2014,,"3,928     ","3,540     ",388     ,9.9     
CN2909500000000,29,095,"Jackson County, MO",2014,,"357,620     ","332,214     ","25,406     ",7.1     
CN2909700000000,29,097,"Jasper County, MO",2014,,"57,779     ","54,724     ","3,055     ",5.3     
CN2909900000000,29,099,"Jefferson County, MO",2014,,"116,430     ","109,190     ","7,240     ",6.2     
CN2910100000000,29,101,"Johnson County, MO",2014,,"22,822     ","21,353     ","1,469     ",6.4     
CN2910300000000,29,103,"Knox County, MO",2014,,"1,973     ","1,882     ",91     ,4.6     
CN2910500000000,29,105,"Laclede County, MO",2014,,"15,915     ","14,628     ","1,287     ",8.1     
CN2910700000000,29,107,"Lafayette County, MO",2014,,"16,972     ","15,962     ","1,010     ",6.0     
CN2910900000000,29,109,"Lawrence County, MO",2014,,"17,488     ","16,459     ","1,029     ",5.9     
CN2911100000000,29,111,"Lewis County, MO",2014,,"5,162     ","4,893     ",269     ,5.2     
CN2911300000000,29,113,"Lincoln County, MO",2014,,"26,596     ","24,866     ","1,730     ",6.5     
CN2911500000000,29,115,"Linn County, MO",2014,,"5,226     ","4,800     ",426     ,8.2     
CN2911700000000,29,117,"Livingston County, MO",2014,,"7,313     ","6,946     ",367     ,5.0     
CN2911900000000,29,119,"McDonald County, MO",2014,,"10,297     ","9,701     ",596     ,5.8     
CN2912100000000,29,121,"Macon County, MO",2014,,"7,454     ","6,996     ",458     ,6.1     
CN2912300000000,29,123,"Madison County, MO",2014,,"5,507     ","5,125     ",382     ,6.9     
CN2912500000000,29,125,"Maries County, MO",2014,,"3,976     ","3,729     ",247     ,6.2     
CN2912700000000,29,127,"Marion County, MO",2014,,"14,639     ","13,830     ",809     ,5.5     
CN2912900000000,29,129,"Mercer County, MO",2014,,"1,871     ","1,776     ",95     ,5.1     
CN2913100000000,29,131,"Miller County, MO",2014,,"11,652     ","10,754     ",898     ,7.7     
CN2913300000000,29,133,"Mississippi County, MO",2014,,"6,271     ","5,815     ",456     ,7.3     
CN2913500000000,29,135,"Moniteau County, MO",2014,,"7,388     ","6,946     ",442     ,6.0     
CN2913700000000,29,137,"Monroe County, MO",2014,,"4,189     ","3,921     ",268     ,6.4     
CN2913900000000,29,139,"Montgomery County, MO",2014,,"5,692     ","5,355     ",337     ,5.9     
CN2914100000000,29,141,"Morgan County, MO",2014,,"7,971     ","7,281     ",690     ,8.7     
CN2914300000000,29,143,"New Madrid County, MO",2014,,"8,470     ","7,842     ",628     ,7.4     
CN2914500000000,29,145,"Newton County, MO",2014,,"28,455     ","26,920     ","1,535     ",5.4     
CN2914700000000,29,147,"Nodaway County, MO",2014,,"11,109     ","10,351     ",758     ,6.8     
CN2914900000000,29,149,"Oregon County, MO",2014,,"4,147     ","3,836     ",311     ,7.5     
CN2915100000000,29,151,"Osage County, MO",2014,,"7,231     ","6,894     ",337     ,4.7     
CN2915300000000,29,153,"Ozark County, MO",2014,,"3,668     ","3,339     ",329     ,9.0     
CN2915500000000,29,155,"Pemiscot County, MO",2014,,"7,104     ","6,443     ",661     ,9.3     
CN2915700000000,29,157,"Perry County, MO",2014,,"10,288     ","9,729     ",559     ,5.4     
CN2915900000000,29,159,"Pettis County, MO",2014,,"20,672     ","19,405     ","1,267     ",6.1     
CN2916100000000,29,161,"Phelps County, MO",2014,,"19,451     ","18,194     ","1,257     ",6.5     
CN2916300000000,29,163,"Pike County, MO",2014,,"8,152     ","7,689     ",463     ,5.7     
CN2916500000000,29,165,"Platte County, MO",2014,,"54,025     ","51,265     ","2,760     ",5.1     
CN2916700000000,29,167,"Polk County, MO",2014,,"14,123     ","13,227     ",896     ,6.3     
CN2916900000000,29,169,"Pulaski County, MO",2014,,"15,233     ","14,129     ","1,104     ",7.2     
CN2917100000000,29,171,"Putnam County, MO",2014,,"2,494     ","2,368     ",126     ,5.1     
CN2917300000000,29,173,"Ralls County, MO",2014,,"5,644     ","5,346     ",298     ,5.3     
CN2917500000000,29,175,"Randolph County, MO",2014,,"10,573     ","9,828     ",745     ,7.0     
CN2917700000000,29,177,"Ray County, MO",2014,,"11,141     ","10,383     ",758     ,6.8     
CN2917900000000,29,179,"Reynolds County, MO",2014,,"2,693     ","2,469     ",224     ,8.3     
CN2918100000000,29,181,"Ripley County, MO",2014,,"5,571     ","5,114     ",457     ,8.2     
CN2918300000000,29,183,"St. Charles County, MO",2014,,"212,318     ","202,090     ","10,228     ",4.8     
CN2918500000000,29,185,"St. Clair County, MO",2014,,"3,991     ","3,685     ",306     ,7.7     
CN2918600000000,29,186,"Ste. Genevieve County, MO",2014,,"9,083     ","8,482     ",601     ,6.6     
CN2918700000000,29,187,"St. Francois County, MO",2014,,"26,333     ","24,325     ","2,008     ",7.6     
CN2918900000000,29,189,"St. Louis County, MO",2014,,"529,604     ","498,809     ","30,795     ",5.8     
CN2919500000000,29,195,"Saline County, MO",2014,,"11,250     ","10,619     ",631     ,5.6     
CN2919700000000,29,197,"Schuyler County, MO",2014,,"1,891     ","1,751     ",140     ,7.4     
CN2919900000000,29,199,"Scotland County, MO",2014,,"2,395     ","2,280     ",115     ,4.8     
CN2920100000000,29,201,"Scott County, MO",2014,,"19,885     ","18,578     ","1,307     ",6.6     
CN2920300000000,29,203,"Shannon County, MO",2014,,"3,429     ","3,108     ",321     ,9.4     
CN2920500000000,29,205,"Shelby County, MO",2014,,"3,060     ","2,876     ",184     ,6.0     
CN2920700000000,29,207,"Stoddard County, MO",2014,,"13,161     ","12,134     ","1,027     ",7.8     
CN2920900000000,29,209,"Stone County, MO",2014,,"13,324     ","12,037     ","1,287     ",9.7     
CN2921100000000,29,211,"Sullivan County, MO",2014,,"2,742     ","2,562     ",180     ,6.6     
CN2921300000000,29,213,"Taney County, MO",2014,,"25,757     ","23,241     ","2,516     ",9.8     
CN2921500000000,29,215,"Texas County, MO",2014,,"9,441     ","8,696     ",745     ,7.9     
CN2921700000000,29,217,"Vernon County, MO",2014,,"9,841     ","9,287     ",554     ,5.6     
CN2921900000000,29,219,"Warren County, MO",2014,,"17,124     ","16,071     ","1,053     ",6.1     
CN2922100000000,29,221,"Washington County, MO",2014,,"10,473     ","9,578     ",895     ,8.5     
CN2922300000000,29,223,"Wayne County, MO",2014,,"5,657     ","5,237     ",420     ,7.4     
CN2922500000000,29,225,"Webster County, MO",2014,,"16,313     ","15,328     ",985     ,6.0     
CN2922700000000,29,227,"Worth County, MO",2014,,"1,295     ","1,243     ",52     ,4.0     
CN2922900000000,29,229,"Wright County, MO",2014,,"7,648     ","7,091     ",557     ,7.3     
CN2951000000000,29,510,"St. Louis city, MO",2014,,"160,220     ","148,092     ","12,128     ",7.6     
CN3000100000000,30,001,"Beaverhead County, MT",2014,,"4,857     ","4,678     ",179     ,3.7     
CN3000300000000,30,003,"Big Horn County, MT",2014,,"5,584     ","5,025     ",559     ,10.0     
CN3000500000000,30,005,"Blaine County, MT",2014,,"2,429     ","2,288     ",141     ,5.8     
CN3000700000000,30,007,"Broadwater County, MT",2014,,"2,496     ","2,362     ",134     ,5.4     
CN3000900000000,30,009,"Carbon County, MT",2014,,"5,379     ","5,169     ",210     ,3.9     
CN3001100000000,30,011,"Carter County, MT",2014,,686     ,664     ,22     ,3.2     
CN3001300000000,30,013,"Cascade County, MT",2014,,"38,215     ","36,570     ","1,645     ",4.3     
CN3001500000000,30,015,"Chouteau County, MT",2014,,"2,587     ","2,503     ",84     ,3.2     
CN3001700000000,30,017,"Custer County, MT",2014,,"6,579     ","6,367     ",212     ,3.2     
CN3001900000000,30,019,"Daniels County, MT",2014,,950     ,921     ,29     ,3.1     
CN3002100000000,30,021,"Dawson County, MT",2014,,"4,856     ","4,728     ",128     ,2.6     
CN3002300000000,30,023,"Deer Lodge County, MT",2014,,"5,229     ","5,001     ",228     ,4.4     
CN3002500000000,30,025,"Fallon County, MT",2014,,"2,070     ","2,030     ",40     ,1.9     
CN3002700000000,30,027,"Fergus County, MT",2014,,"5,732     ","5,486     ",246     ,4.3     
CN3002900000000,30,029,"Flathead County, MT",2014,,"43,684     ","40,862     ","2,822     ",6.5     
CN3003100000000,30,031,"Gallatin County, MT",2014,,"56,763     ","54,782     ","1,981     ",3.5     
CN3003300000000,30,033,"Garfield County, MT",2014,,746     ,726     ,20     ,2.7     
CN3003500000000,30,035,"Glacier County, MT",2014,,"5,945     ","5,317     ",628     ,10.6     
CN3003700000000,30,037,"Golden Valley County, MT",2014,,391     ,373     ,18     ,4.6     
CN3003900000000,30,039,"Granite County, MT",2014,,"1,524     ","1,420     ",104     ,6.8     
CN3004100000000,30,041,"Hill County, MT",2014,,"7,816     ","7,364     ",452     ,5.8     
CN3004300000000,30,043,"Jefferson County, MT",2014,,"5,620     ","5,361     ",259     ,4.6     
CN3004500000000,30,045,"Judith Basin County, MT",2014,,965     ,924     ,41     ,4.2     
CN3004700000000,30,047,"Lake County, MT",2014,,"12,462     ","11,770     ",692     ,5.6     
CN3004900000000,30,049,"Lewis and Clark County, MT",2014,,"35,143     ","33,836     ","1,307     ",3.7     
CN3005100000000,30,051,"Liberty County, MT",2014,,971     ,941     ,30     ,3.1     
CN3005300000000,30,053,"Lincoln County, MT",2014,,"7,906     ","7,020     ",886     ,11.2     
CN3005500000000,30,055,"McCone County, MT",2014,,"1,087     ","1,062     ",25     ,2.3     
CN3005700000000,30,057,"Madison County, MT",2014,,"4,223     ","4,028     ",195     ,4.6     
CN3005900000000,30,059,"Meagher County, MT",2014,,906     ,867     ,39     ,4.3     
CN3006100000000,30,061,"Mineral County, MT",2014,,"1,743     ","1,584     ",159     ,9.1     
CN3006300000000,30,063,"Missoula County, MT",2014,,"59,837     ","57,179     ","2,658     ",4.4     
CN3006500000000,30,065,"Musselshell County, MT",2014,,"2,357     ","2,261     ",96     ,4.1     
CN3006700000000,30,067,"Park County, MT",2014,,"8,051     ","7,600     ",451     ,5.6     
CN3006900000000,30,069,"Petroleum County, MT",2014,,283     ,271     ,12     ,4.2     
CN3007100000000,30,071,"Phillips County, MT",2014,,"1,990     ","1,884     ",106     ,5.3     
CN3007300000000,30,073,"Pondera County, MT",2014,,"2,836     ","2,697     ",139     ,4.9     
CN3007500000000,30,075,"Powder River County, MT",2014,,"1,073     ","1,040     ",33     ,3.1     
CN3007700000000,30,077,"Powell County, MT",2014,,"2,931     ","2,784     ",147     ,5.0     
CN3007900000000,30,079,"Prairie County, MT",2014,,513     ,491     ,22     ,4.3     
CN3008100000000,30,081,"Ravalli County, MT",2014,,"18,752     ","17,618     ","1,134     ",6.0     
CN3008300000000,30,083,"Richland County, MT",2014,,"7,312     ","7,137     ",175     ,2.4     
CN3008500000000,30,085,"Roosevelt County, MT",2014,,"4,811     ","4,562     ",249     ,5.2     
CN3008700000000,30,087,"Rosebud County, MT",2014,,"4,167     ","3,931     ",236     ,5.7     
CN3008900000000,30,089,"Sanders County, MT",2014,,"4,629     ","4,198     ",431     ,9.3     
CN3009100000000,30,091,"Sheridan County, MT",2014,,"2,125     ","2,069     ",56     ,2.6     
CN3009300000000,30,093,"Silver Bow County, MT",2014,,"16,985     ","16,147     ",838     ,4.9     
CN3009500000000,30,095,"Stillwater County, MT",2014,,"4,987     ","4,800     ",187     ,3.7     
CN3009700000000,30,097,"Sweet Grass County, MT",2014,,"1,778     ","1,715     ",63     ,3.5     
CN3009900000000,30,099,"Teton County, MT",2014,,"2,876     ","2,768     ",108     ,3.8     
CN3010100000000,30,101,"Toole County, MT",2014,,"2,343     ","2,272     ",71     ,3.0     
CN3010300000000,30,103,"Treasure County, MT",2014,,346     ,332     ,14     ,4.0     
CN3010500000000,30,105,"Valley County, MT",2014,,"4,355     ","4,223     ",132     ,3.0     
CN3010700000000,30,107,"Wheatland County, MT",2014,,781     ,742     ,39     ,5.0     
CN3010900000000,30,109,"Wibaux County, MT",2014,,549     ,533     ,16     ,2.9     
CN3011100000000,30,111,"Yellowstone County, MT",2014,,"79,298     ","76,349     ","2,949     ",3.7     
CN3100100000000,31,001,"Adams County, NE",2014,,"16,708     ","16,144     ",564     ,3.4     
CN3100300000000,31,003,"Antelope County, NE",2014,,"3,589     ","3,492     ",97     ,2.7     
CN3100500000000,31,005,"Arthur County, NE",2014,,224     ,212     ,12     ,5.4     
CN3100700000000,31,007,"Banner County, NE",2014,,436     ,420     ,16     ,3.7     
CN3100900000000,31,009,"Blaine County, NE",2014,,275     ,263     ,12     ,4.4     
CN3101100000000,31,011,"Boone County, NE",2014,,"3,022     ","2,943     ",79     ,2.6     
CN3101300000000,31,013,"Box Butte County, NE",2014,,"5,741     ","5,561     ",180     ,3.1     
CN3101500000000,31,015,"Boyd County, NE",2014,,"1,099     ","1,063     ",36     ,3.3     
CN3101700000000,31,017,"Brown County, NE",2014,,"1,419     ","1,370     ",49     ,3.5     
CN3101900000000,31,019,"Buffalo County, NE",2014,,"27,465     ","26,707     ",758     ,2.8     
CN3102100000000,31,021,"Burt County, NE",2014,,"3,580     ","3,440     ",140     ,3.9     
CN3102300000000,31,023,"Butler County, NE",2014,,"4,825     ","4,682     ",143     ,3.0     
CN3102500000000,31,025,"Cass County, NE",2014,,"13,230     ","12,737     ",493     ,3.7     
CN3102700000000,31,027,"Cedar County, NE",2014,,"4,665     ","4,557     ",108     ,2.3     
CN3102900000000,31,029,"Chase County, NE",2014,,"2,346     ","2,298     ",48     ,2.0     
CN3103100000000,31,031,"Cherry County, NE",2014,,"3,413     ","3,329     ",84     ,2.5     
CN3103300000000,31,033,"Cheyenne County, NE",2014,,"5,744     ","5,619     ",125     ,2.2     
CN3103500000000,31,035,"Clay County, NE",2014,,"3,459     ","3,346     ",113     ,3.3     
CN3103700000000,31,037,"Colfax County, NE",2014,,"5,618     ","5,451     ",167     ,3.0     
CN3103900000000,31,039,"Cuming County, NE",2014,,"4,947     ","4,817     ",130     ,2.6     
CN3104100000000,31,041,"Custer County, NE",2014,,"6,131     ","5,982     ",149     ,2.4     
CN3104300000000,31,043,"Dakota County, NE",2014,,"11,042     ","10,630     ",412     ,3.7     
CN3104500000000,31,045,"Dawes County, NE",2014,,"5,281     ","5,126     ",155     ,2.9     
CN3104700000000,31,047,"Dawson County, NE",2014,,"13,325     ","12,863     ",462     ,3.5     
CN3104900000000,31,049,"Deuel County, NE",2014,,"1,090     ","1,060     ",30     ,2.8     
CN3105100000000,31,051,"Dixon County, NE",2014,,"3,055     ","2,962     ",93     ,3.0     
CN3105300000000,31,053,"Dodge County, NE",2014,,"19,210     ","18,511     ",699     ,3.6     
CN3105500000000,31,055,"Douglas County, NE",2014,,"286,332     ","275,960     ","10,372     ",3.6     
CN3105700000000,31,057,"Dundy County, NE",2014,,"1,276     ","1,247     ",29     ,2.3     
CN3105900000000,31,059,"Fillmore County, NE",2014,,"3,243     ","3,165     ",78     ,2.4     
CN3106100000000,31,061,"Franklin County, NE",2014,,"1,575     ","1,525     ",50     ,3.2     
CN3106300000000,31,063,"Frontier County, NE",2014,,"1,550     ","1,507     ",43     ,2.8     
CN3106500000000,31,065,"Furnas County, NE",2014,,"2,708     ","2,630     ",78     ,2.9     
CN3106700000000,31,067,"Gage County, NE",2014,,"11,081     ","10,623     ",458     ,4.1     
CN3106900000000,31,069,"Garden County, NE",2014,,"1,192     ","1,158     ",34     ,2.9     
CN3107100000000,31,071,"Garfield County, NE",2014,,"1,201     ","1,170     ",31     ,2.6     
CN3107300000000,31,073,"Gosper County, NE",2014,,"1,135     ","1,101     ",34     ,3.0     
CN3107500000000,31,075,"Grant County, NE",2014,,428     ,418     ,10     ,2.3     
CN3107700000000,31,077,"Greeley County, NE",2014,,"1,271     ","1,230     ",41     ,3.2     
CN3107900000000,31,079,"Hall County, NE",2014,,"32,380     ","31,117     ","1,263     ",3.9     
CN3108100000000,31,081,"Hamilton County, NE",2014,,"4,760     ","4,617     ",143     ,3.0     
CN3108300000000,31,083,"Harlan County, NE",2014,,"1,801     ","1,754     ",47     ,2.6     
CN3108500000000,31,085,"Hayes County, NE",2014,,627     ,609     ,18     ,2.9     
CN3108700000000,31,087,"Hitchcock County, NE",2014,,"1,340     ","1,294     ",46     ,3.4     
CN3108900000000,31,089,"Holt County, NE",2014,,"5,918     ","5,761     ",157     ,2.7     
CN3109100000000,31,091,"Hooker County, NE",2014,,423     ,405     ,18     ,4.3     
CN3109300000000,31,093,"Howard County, NE",2014,,"3,364     ","3,239     ",125     ,3.7     
CN3109500000000,31,095,"Jefferson County, NE",2014,,"4,297     ","4,166     ",131     ,3.0     
CN3109700000000,31,097,"Johnson County, NE",2014,,"2,168     ","2,085     ",83     ,3.8     
CN3109900000000,31,099,"Kearney County, NE",2014,,"3,846     ","3,751     ",95     ,2.5     
CN3110100000000,31,101,"Keith County, NE",2014,,"4,663     ","4,529     ",134     ,2.9     
CN3110300000000,31,103,"Keya Paha County, NE",2014,,619     ,602     ,17     ,2.7     
CN3110500000000,31,105,"Kimball County, NE",2014,,"2,226     ","2,170     ",56     ,2.5     
CN3110700000000,31,107,"Knox County, NE",2014,,"4,730     ","4,583     ",147     ,3.1     
CN3110900000000,31,109,"Lancaster County, NE",2014,,"167,883     ","162,879     ","5,004     ",3.0     
CN3111100000000,31,111,"Lincoln County, NE",2014,,"18,720     ","18,112     ",608     ,3.2     
CN3111300000000,31,113,"Logan County, NE",2014,,494     ,479     ,15     ,3.0     
CN3111500000000,31,115,"Loup County, NE",2014,,380     ,366     ,14     ,3.7     
CN3111700000000,31,117,"McPherson County, NE",2014,,438     ,428     ,10     ,2.3     
CN3111900000000,31,119,"Madison County, NE",2014,,"19,474     ","18,900     ",574     ,2.9     
CN3112100000000,31,121,"Merrick County, NE",2014,,"4,112     ","3,956     ",156     ,3.8     
CN3112300000000,31,123,"Morrill County, NE",2014,,"2,680     ","2,599     ",81     ,3.0     
CN3112500000000,31,125,"Nance County, NE",2014,,"2,070     ","2,014     ",56     ,2.7     
CN3112700000000,31,127,"Nemaha County, NE",2014,,"3,723     ","3,580     ",143     ,3.8     
CN3112900000000,31,129,"Nuckolls County, NE",2014,,"2,403     ","2,335     ",68     ,2.8     
CN3113100000000,31,131,"Otoe County, NE",2014,,"8,239     ","7,934     ",305     ,3.7     
CN3113300000000,31,133,"Pawnee County, NE",2014,,"1,652     ","1,606     ",46     ,2.8     
CN3113500000000,31,135,"Perkins County, NE",2014,,"1,851     ","1,812     ",39     ,2.1     
CN3113700000000,31,137,"Phelps County, NE",2014,,"5,050     ","4,919     ",131     ,2.6     
CN3113900000000,31,139,"Pierce County, NE",2014,,"4,237     ","4,115     ",122     ,2.9     
CN3114100000000,31,141,"Platte County, NE",2014,,"17,305     ","16,789     ",516     ,3.0     
CN3114300000000,31,143,"Polk County, NE",2014,,"2,961     ","2,866     ",95     ,3.2     
CN3114500000000,31,145,"Red Willow County, NE",2014,,"6,284     ","6,123     ",161     ,2.6     
CN3114700000000,31,147,"Richardson County, NE",2014,,"4,275     ","4,119     ",156     ,3.6     
CN3114900000000,31,149,"Rock County, NE",2014,,883     ,860     ,23     ,2.6     
CN3115100000000,31,151,"Saline County, NE",2014,,"7,230     ","6,981     ",249     ,3.4     
CN3115300000000,31,153,"Sarpy County, NE",2014,,"89,768     ","86,988     ","2,780     ",3.1     
CN3115500000000,31,155,"Saunders County, NE",2014,,"11,012     ","10,629     ",383     ,3.5     
CN3115700000000,31,157,"Scotts Bluff County, NE",2014,,"18,742     ","18,063     ",679     ,3.6     
CN3115900000000,31,159,"Seward County, NE",2014,,"8,840     ","8,569     ",271     ,3.1     
CN3116100000000,31,161,"Sheridan County, NE",2014,,"2,779     ","2,706     ",73     ,2.6     
CN3116300000000,31,163,"Sherman County, NE",2014,,"1,726     ","1,669     ",57     ,3.3     
CN3116500000000,31,165,"Sioux County, NE",2014,,806     ,786     ,20     ,2.5     
CN3116700000000,31,167,"Stanton County, NE",2014,,"3,574     ","3,474     ",100     ,2.8     
CN3116900000000,31,169,"Thayer County, NE",2014,,"3,030     ","2,953     ",77     ,2.5     
CN3117100000000,31,171,"Thomas County, NE",2014,,428     ,413     ,15     ,3.5     
CN3117300000000,31,173,"Thurston County, NE",2014,,"3,020     ","2,836     ",184     ,6.1     
CN3117500000000,31,175,"Valley County, NE",2014,,"2,117     ","2,053     ",64     ,3.0     
CN3117700000000,31,177,"Washington County, NE",2014,,"11,038     ","10,682     ",356     ,3.2     
CN3117900000000,31,179,"Wayne County, NE",2014,,"5,564     ","5,408     ",156     ,2.8     
CN3118100000000,31,181,"Webster County, NE",2014,,"1,727     ","1,669     ",58     ,3.4     
CN3118300000000,31,183,"Wheeler County, NE",2014,,559     ,543     ,16     ,2.9     
CN3118500000000,31,185,"York County, NE",2014,,"7,393     ","7,158     ",235     ,3.2     
