LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN3600100000000,36,001,"Albany County, NY",2016,,"159,525     ","153,060     ","6,465     ",4.1     
CN3600300000000,36,003,"Allegany County, NY",2016,,"20,190     ","18,916     ","1,274     ",6.3     
CN3600500000000,36,005,"Bronx County, NY",2016,,"618,922     ","574,972     ","43,950     ",7.1     
CN3600700000000,36,007,"Broome County, NY",2016,,"86,448     ","81,757     ","4,691     ",5.4     
CN3600900000000,36,009,"Cattaraugus County, NY",2016,,"35,088     ","32,995     ","2,093     ",6.0     
CN3601100000000,36,011,"Cayuga County, NY",2016,,"36,945     ","35,077     ","1,868     ",5.1     
CN3601300000000,36,013,"Chautauqua County, NY",2016,,"56,500     ","53,222     ","3,278     ",5.8     
CN3601500000000,36,015,"Chemung County, NY",2016,,"36,452     ","34,367     ","2,085     ",5.7     
CN3601700000000,36,017,"Chenango County, NY",2016,,"22,987     ","21,823     ","1,164     ",5.1     
CN3601900000000,36,019,"Clinton County, NY",2016,,"36,043     ","34,111     ","1,932     ",5.4     
CN3602100000000,36,021,"Columbia County, NY",2016,,"31,676     ","30,510     ","1,166     ",3.7     
CN3602300000000,36,023,"Cortland County, NY",2016,,"23,139     ","21,822     ","1,317     ",5.7     
CN3602500000000,36,025,"Delaware County, NY",2016,,"19,352     ","18,284     ","1,068     ",5.5     
CN3602700000000,36,027,"Dutchess County, NY",2016,,"144,019     ","138,024     ","5,995     ",4.2     
CN3602900000000,36,029,"Erie County, NY",2016,,"448,132     ","426,082     ","22,050     ",4.9     
CN3603100000000,36,031,"Essex County, NY",2016,,"17,354     ","16,428     ",926     ,5.3     
CN3603300000000,36,033,"Franklin County, NY",2016,,"19,923     ","18,795     ","1,128     ",5.7     
CN3603500000000,36,035,"Fulton County, NY",2016,,"23,379     ","22,042     ","1,337     ",5.7     
CN3603700000000,36,037,"Genesee County, NY",2016,,"29,932     ","28,559     ","1,373     ",4.6     
CN3603900000000,36,039,"Greene County, NY",2016,,"20,700     ","19,657     ","1,043     ",5.0     
CN3604100000000,36,041,"Hamilton County, NY",2016,,"2,379     ","2,225     ",154     ,6.5     
CN3604300000000,36,043,"Herkimer County, NY",2016,,"28,358     ","26,810     ","1,548     ",5.5     
CN3604500000000,36,045,"Jefferson County, NY",2016,,"45,970     ","43,100     ","2,870     ",6.2     
CN3604700000000,36,047,"Kings County, NY",2016,,"1,237,966     ","1,172,174     ","65,792     ",5.3     
CN3604900000000,36,049,"Lewis County, NY",2016,,"11,820     ","11,027     ",793     ,6.7     
CN3605100000000,36,051,"Livingston County, NY",2016,,"31,244     ","29,702     ","1,542     ",4.9     
CN3605300000000,36,053,"Madison County, NY",2016,,"32,920     ","31,188     ","1,732     ",5.3     
CN3605500000000,36,055,"Monroe County, NY",2016,,"365,686     ","348,518     ","17,168     ",4.7     
CN3605700000000,36,057,"Montgomery County, NY",2016,,"22,456     ","21,173     ","1,283     ",5.7     
CN3605900000000,36,059,"Nassau County, NY",2016,,"704,626     ","677,104     ","27,522     ",3.9     
CN3606100000000,36,061,"New York County, NY",2016,,"932,124     ","889,769     ","42,355     ",4.5     
CN3606300000000,36,063,"Niagara County, NY",2016,,"100,900     ","95,019     ","5,881     ",5.8     
CN3606500000000,36,065,"Oneida County, NY",2016,,"102,330     ","97,380     ","4,950     ",4.8     
CN3606700000000,36,067,"Onondaga County, NY",2016,,"222,636     ","212,601     ","10,035     ",4.5     
CN3606900000000,36,069,"Ontario County, NY",2016,,"55,433     ","53,044     ","2,389     ",4.3     
CN3607100000000,36,071,"Orange County, NY",2016,,"180,097     ","172,319     ","7,778     ",4.3     
CN3607300000000,36,073,"Orleans County, NY",2016,,"17,868     ","16,847     ","1,021     ",5.7     
CN3607500000000,36,075,"Oswego County, NY",2016,,"53,653     ","50,191     ","3,462     ",6.5     
CN3607700000000,36,077,"Otsego County, NY",2016,,"28,391     ","26,997     ","1,394     ",4.9     
CN3607900000000,36,079,"Putnam County, NY",2016,,"51,024     ","48,994     ","2,030     ",4.0     
CN3608100000000,36,081,"Queens County, NY",2016,,"1,180,920     ","1,127,490     ","53,430     ",4.5     
CN3608300000000,36,083,"Rensselaer County, NY",2016,,"82,111     ","78,594     ","3,517     ",4.3     
CN3608500000000,36,085,"Richmond County, NY",2016,,"225,069     ","213,322     ","11,747     ",5.2     
CN3608700000000,36,087,"Rockland County, NY",2016,,"153,536     ","147,108     ","6,428     ",4.2     
CN3608900000000,36,089,"St. Lawrence County, NY",2016,,"43,643     ","40,769     ","2,874     ",6.6     
CN3609100000000,36,091,"Saratoga County, NY",2016,,"118,251     ","113,742     ","4,509     ",3.8     
CN3609300000000,36,093,"Schenectady County, NY",2016,,"76,287     ","72,983     ","3,304     ",4.3     
CN3609500000000,36,095,"Schoharie County, NY",2016,,"14,820     ","14,017     ",803     ,5.4     
CN3609700000000,36,097,"Schuyler County, NY",2016,,"8,331     ","7,830     ",501     ,6.0     
CN3609900000000,36,099,"Seneca County, NY",2016,,"15,591     ","14,849     ",742     ,4.8     
CN3610100000000,36,101,"Steuben County, NY",2016,,"43,446     ","40,919     ","2,527     ",5.8     
CN3610300000000,36,103,"Suffolk County, NY",2016,,"779,202     ","745,241     ","33,961     ",4.4     
CN3610500000000,36,105,"Sullivan County, NY",2016,,"34,260     ","32,623     ","1,637     ",4.8     
CN3610700000000,36,107,"Tioga County, NY",2016,,"23,168     ","21,980     ","1,188     ",5.1     
CN3610900000000,36,109,"Tompkins County, NY",2016,,"50,697     ","48,590     ","2,107     ",4.2     
CN3611100000000,36,111,"Ulster County, NY",2016,,"88,746     ","84,824     ","3,922     ",4.4     
CN3611300000000,36,113,"Warren County, NY",2016,,"32,198     ","30,508     ","1,690     ",5.2     
CN3611500000000,36,115,"Washington County, NY",2016,,"28,534     ","27,205     ","1,329     ",4.7     
CN3611700000000,36,117,"Wayne County, NY",2016,,"44,282     ","42,077     ","2,205     ",5.0     
CN3611900000000,36,119,"Westchester County, NY",2016,,"480,991     ","460,382     ","20,609     ",4.3     
CN3612100000000,36,121,"Wyoming County, NY",2016,,"18,226     ","17,255     ",971     ,5.3     
CN3612300000000,36,123,"Yates County, NY",2016,,"11,794     ","11,274     ",520     ,4.4     
CN3700100000000,37,001,"Alamance County, NC",2016,,"78,862     ","75,124     ","3,738     ",4.7     
CN3700300000000,37,003,"Alexander County, NC",2016,,"17,815     ","17,058     ",757     ,4.2     
CN3700500000000,37,005,"Alleghany County, NC",2016,,"4,421     ","4,178     ",243     ,5.5     
CN3700700000000,37,007,"Anson County, NC",2016,,"10,649     ","10,032     ",617     ,5.8     
CN3700900000000,37,009,"Ashe County, NC",2016,,"12,495     ","11,896     ",599     ,4.8     
CN3701100000000,37,011,"Avery County, NC",2016,,"7,568     ","7,187     ",381     ,5.0     
CN3701300000000,37,013,"Beaufort County, NC",2016,,"20,285     ","19,131     ","1,154     ",5.7     
CN3701500000000,37,015,"Bertie County, NC",2016,,"8,427     ","7,870     ",557     ,6.6     
CN3701700000000,37,017,"Bladen County, NC",2016,,"14,553     ","13,548     ","1,005     ",6.9     
CN3701900000000,37,019,"Brunswick County, NC",2016,,"49,656     ","46,452     ","3,204     ",6.5     
CN3702100000000,37,021,"Buncombe County, NC",2016,,"134,224     ","129,041     ","5,183     ",3.9     
CN3702300000000,37,023,"Burke County, NC",2016,,"39,814     ","37,878     ","1,936     ",4.9     
CN3702500000000,37,025,"Cabarrus County, NC",2016,,"101,077     ","96,459     ","4,618     ",4.6     
CN3702700000000,37,027,"Caldwell County, NC",2016,,"35,861     ","34,000     ","1,861     ",5.2     
CN3702900000000,37,029,"Camden County, NC",2016,,"4,654     ","4,414     ",240     ,5.2     
CN3703100000000,37,031,"Carteret County, NC",2016,,"31,540     ","29,913     ","1,627     ",5.2     
CN3703300000000,37,033,"Caswell County, NC",2016,,"9,681     ","9,154     ",527     ,5.4     
CN3703500000000,37,035,"Catawba County, NC",2016,,"76,805     ","73,171     ","3,634     ",4.7     
CN3703700000000,37,037,"Chatham County, NC",2016,,"34,487     ","33,027     ","1,460     ",4.2     
CN3703900000000,37,039,"Cherokee County, NC",2016,,"11,134     ","10,502     ",632     ,5.7     
CN3704100000000,37,041,"Chowan County, NC",2016,,"5,596     ","5,238     ",358     ,6.4     
CN3704300000000,37,043,"Clay County, NC",2016,,"4,047     ","3,826     ",221     ,5.5     
CN3704500000000,37,045,"Cleveland County, NC",2016,,"46,764     ","44,208     ","2,556     ",5.5     
CN3704700000000,37,047,"Columbus County, NC",2016,,"22,572     ","21,125     ","1,447     ",6.4     
CN3704900000000,37,049,"Craven County, NC",2016,,"41,713     ","39,531     ","2,182     ",5.2     
CN3705100000000,37,051,"Cumberland County, NC",2016,,"127,205     ","119,070     ","8,135     ",6.4     
CN3705300000000,37,053,"Currituck County, NC",2016,,"13,139     ","12,472     ",667     ,5.1     
CN3705500000000,37,055,"Dare County, NC",2016,,"19,983     ","18,633     ","1,350     ",6.8     
CN3705700000000,37,057,"Davidson County, NC",2016,,"79,431     ","75,604     ","3,827     ",4.8     
CN3705900000000,37,059,"Davie County, NC",2016,,"20,149     ","19,243     ",906     ,4.5     
CN3706100000000,37,061,"Duplin County, NC",2016,,"26,478     ","25,065     ","1,413     ",5.3     
CN3706300000000,37,063,"Durham County, NC",2016,,"161,943     ","154,649     ","7,294     ",4.5     
CN3706500000000,37,065,"Edgecombe County, NC",2016,,"22,398     ","20,455     ","1,943     ",8.7     
CN3706700000000,37,067,"Forsyth County, NC",2016,,"182,455     ","173,578     ","8,877     ",4.9     
CN3706900000000,37,069,"Franklin County, NC",2016,,"29,315     ","27,784     ","1,531     ",5.2     
CN3707100000000,37,071,"Gaston County, NC",2016,,"105,536     ","99,912     ","5,624     ",5.3     
CN3707300000000,37,073,"Gates County, NC",2016,,"5,185     ","4,919     ",266     ,5.1     
CN3707500000000,37,075,"Graham County, NC",2016,,"3,099     ","2,825     ",274     ,8.8     
CN3707700000000,37,077,"Granville County, NC",2016,,"29,251     ","27,987     ","1,264     ",4.3     
CN3707900000000,37,079,"Greene County, NC",2016,,"9,514     ","9,011     ",503     ,5.3     
CN3708100000000,37,081,"Guilford County, NC",2016,,"258,205     ","244,695     ","13,510     ",5.2     
CN3708300000000,37,083,"Halifax County, NC",2016,,"20,662     ","19,025     ","1,637     ",7.9     
CN3708500000000,37,085,"Harnett County, NC",2016,,"51,407     ","48,431     ","2,976     ",5.8     
CN3708700000000,37,087,"Haywood County, NC",2016,,"28,456     ","27,162     ","1,294     ",4.5     
CN3708900000000,37,089,"Henderson County, NC",2016,,"52,242     ","50,015     ","2,227     ",4.3     
CN3709100000000,37,091,"Hertford County, NC",2016,,"9,306     ","8,694     ",612     ,6.6     
CN3709300000000,37,093,"Hoke County, NC",2016,,"19,895     ","18,584     ","1,311     ",6.6     
CN3709500000000,37,095,"Hyde County, NC",2016,,"2,108     ","1,908     ",200     ,9.5     
CN3709700000000,37,097,"Iredell County, NC",2016,,"84,472     ","80,414     ","4,058     ",4.8     
CN3709900000000,37,099,"Jackson County, NC",2016,,"18,811     ","17,789     ","1,022     ",5.4     
CN3710100000000,37,101,"Johnston County, NC",2016,,"91,492     ","87,211     ","4,281     ",4.7     
CN3710300000000,37,103,"Jones County, NC",2016,,"4,511     ","4,273     ",238     ,5.3     
CN3710500000000,37,105,"Lee County, NC",2016,,"26,202     ","24,663     ","1,539     ",5.9     
CN3710700000000,37,107,"Lenoir County, NC",2016,,"27,621     ","26,002     ","1,619     ",5.9     
CN3710900000000,37,109,"Lincoln County, NC",2016,,"41,051     ","39,116     ","1,935     ",4.7     
CN3711100000000,37,111,"McDowell County, NC",2016,,"20,993     ","19,985     ","1,008     ",4.8     
CN3711300000000,37,113,"Macon County, NC",2016,,"15,201     ","14,383     ",818     ,5.4     
CN3711500000000,37,115,"Madison County, NC",2016,,"9,691     ","9,219     ",472     ,4.9     
CN3711700000000,37,117,"Martin County, NC",2016,,"9,804     ","9,142     ",662     ,6.8     
CN3711900000000,37,119,"Mecklenburg County, NC",2016,,"582,855     ","555,245     ","27,610     ",4.7     
CN3712100000000,37,121,"Mitchell County, NC",2016,,"6,181     ","5,803     ",378     ,6.1     
CN3712300000000,37,123,"Montgomery County, NC",2016,,"11,689     ","11,084     ",605     ,5.2     
CN3712500000000,37,125,"Moore County, NC",2016,,"39,469     ","37,490     ","1,979     ",5.0     
CN3712700000000,37,127,"Nash County, NC",2016,,"43,881     ","40,996     ","2,885     ",6.6     
CN3712900000000,37,129,"New Hanover County, NC",2016,,"115,933     ","110,461     ","5,472     ",4.7     
CN3713100000000,37,131,"Northampton County, NC",2016,,"7,806     ","7,240     ",566     ,7.3     
CN3713300000000,37,133,"Onslow County, NC",2016,,"63,649     ","60,145     ","3,504     ",5.5     
CN3713500000000,37,135,"Orange County, NC",2016,,"74,856     ","71,683     ","3,173     ",4.2     
CN3713700000000,37,137,"Pamlico County, NC",2016,,"5,403     ","5,118     ",285     ,5.3     
CN3713900000000,37,139,"Pasquotank County, NC",2016,,"17,378     ","16,286     ","1,092     ",6.3     
CN3714100000000,37,141,"Pender County, NC",2016,,"26,822     ","25,404     ","1,418     ",5.3     
CN3714300000000,37,143,"Perquimans County, NC",2016,,"5,096     ","4,768     ",328     ,6.4     
CN3714500000000,37,145,"Person County, NC",2016,,"18,016     ","17,029     ",987     ,5.5     
CN3714700000000,37,147,"Pitt County, NC",2016,,"88,118     ","83,209     ","4,909     ",5.6     
CN3714900000000,37,149,"Polk County, NC",2016,,"8,815     ","8,406     ",409     ,4.6     
CN3715100000000,37,151,"Randolph County, NC",2016,,"66,817     ","63,531     ","3,286     ",4.9     
CN3715300000000,37,153,"Richmond County, NC",2016,,"16,772     ","15,612     ","1,160     ",6.9     
CN3715500000000,37,155,"Robeson County, NC",2016,,"50,497     ","46,492     ","4,005     ",7.9     
CN3715700000000,37,157,"Rockingham County, NC",2016,,"40,810     ","38,505     ","2,305     ",5.6     
CN3715900000000,37,159,"Rowan County, NC",2016,,"64,164     ","60,595     ","3,569     ",5.6     
CN3716100000000,37,161,"Rutherford County, NC",2016,,"24,784     ","23,127     ","1,657     ",6.7     
CN3716300000000,37,163,"Sampson County, NC",2016,,"29,485     ","27,876     ","1,609     ",5.5     
CN3716500000000,37,165,"Scotland County, NC",2016,,"11,623     ","10,562     ","1,061     ",9.1     
CN3716700000000,37,167,"Stanly County, NC",2016,,"29,257     ","27,900     ","1,357     ",4.6     
CN3716900000000,37,169,"Stokes County, NC",2016,,"21,850     ","20,806     ","1,044     ",4.8     
CN3717100000000,37,171,"Surry County, NC",2016,,"33,488     ","31,888     ","1,600     ",4.8     
CN3717300000000,37,173,"Swain County, NC",2016,,"7,111     ","6,677     ",434     ,6.1     
CN3717500000000,37,175,"Transylvania County, NC",2016,,"13,944     ","13,265     ",679     ,4.9     
CN3717700000000,37,177,"Tyrrell County, NC",2016,,"1,528     ","1,399     ",129     ,8.4     
CN3717900000000,37,179,"Union County, NC",2016,,"115,647     ","110,555     ","5,092     ",4.4     
CN3718100000000,37,181,"Vance County, NC",2016,,"17,984     ","16,698     ","1,286     ",7.2     
CN3718300000000,37,183,"Wake County, NC",2016,,"556,100     ","532,222     ","23,878     ",4.3     
CN3718500000000,37,185,"Warren County, NC",2016,,"7,135     ","6,614     ",521     ,7.3     
CN3718700000000,37,187,"Washington County, NC",2016,,"4,861     ","4,500     ",361     ,7.4     
CN3718900000000,37,189,"Watauga County, NC",2016,,"27,921     ","26,665     ","1,256     ",4.5     
CN3719100000000,37,191,"Wayne County, NC",2016,,"53,498     ","50,381     ","3,117     ",5.8     
CN3719300000000,37,193,"Wilkes County, NC",2016,,"30,172     ","28,727     ","1,445     ",4.8     
CN3719500000000,37,195,"Wilson County, NC",2016,,"36,448     ","33,479     ","2,969     ",8.1     
CN3719700000000,37,197,"Yadkin County, NC",2016,,"17,593     ","16,822     ",771     ,4.4     
CN3719900000000,37,199,"Yancey County, NC",2016,,"7,471     ","7,085     ",386     ,5.2     
CN3800100000000,38,001,"Adams County, ND",2016,,"1,138     ","1,109     ",29     ,2.5     
CN3800300000000,38,003,"Barnes County, ND",2016,,"5,646     ","5,467     ",179     ,3.2     
CN3800500000000,38,005,"Benson County, ND",2016,,"2,445     ","2,347     ",98     ,4.0     
CN3800700000000,38,007,"Billings County, ND",2016,,440     ,427     ,13     ,3.0     
CN3800900000000,38,009,"Bottineau County, ND",2016,,"3,243     ","3,093     ",150     ,4.6     
CN3801100000000,38,011,"Bowman County, ND",2016,,"1,844     ","1,804     ",40     ,2.2     
CN3801300000000,38,013,"Burke County, ND",2016,,"1,150     ","1,098     ",52     ,4.5     
CN3801500000000,38,015,"Burleigh County, ND",2016,,"50,845     ","49,541     ","1,304     ",2.6     
CN3801700000000,38,017,"Cass County, ND",2016,,"100,647     ","98,411     ","2,236     ",2.2     
CN3801900000000,38,019,"Cavalier County, ND",2016,,"2,125     ","2,069     ",56     ,2.6     
CN3802100000000,38,021,"Dickey County, ND",2016,,"2,558     ","2,509     ",49     ,1.9     
CN3802300000000,38,023,"Divide County, ND",2016,,"1,691     ","1,647     ",44     ,2.6     
CN3802500000000,38,025,"Dunn County, ND",2016,,"3,262     ","3,160     ",102     ,3.1     
CN3802700000000,38,027,"Eddy County, ND",2016,,"1,284     ","1,229     ",55     ,4.3     
CN3802900000000,38,029,"Emmons County, ND",2016,,"1,591     ","1,522     ",69     ,4.3     
CN3803100000000,38,031,"Foster County, ND",2016,,"1,693     ","1,643     ",50     ,3.0     
CN3803300000000,38,033,"Golden Valley County, ND",2016,,975     ,949     ,26     ,2.7     
CN3803500000000,38,035,"Grand Forks County, ND",2016,,"38,983     ","38,070     ",913     ,2.3     
CN3803700000000,38,037,"Grant County, ND",2016,,"1,303     ","1,264     ",39     ,3.0     
CN3803900000000,38,039,"Griggs County, ND",2016,,"1,165     ","1,132     ",33     ,2.8     
CN3804100000000,38,041,"Hettinger County, ND",2016,,"1,546     ","1,500     ",46     ,3.0     
CN3804300000000,38,043,"Kidder County, ND",2016,,"1,381     ","1,329     ",52     ,3.8     
CN3804500000000,38,045,"LaMoure County, ND",2016,,"2,325     ","2,270     ",55     ,2.4     
CN3804700000000,38,047,"Logan County, ND",2016,,964     ,931     ,33     ,3.4     
CN3804900000000,38,049,"McHenry County, ND",2016,,"3,390     ","3,225     ",165     ,4.9     
CN3805100000000,38,051,"McIntosh County, ND",2016,,"1,246     ","1,208     ",38     ,3.0     
CN3805300000000,38,053,"McKenzie County, ND",2016,,"7,980     ","7,682     ",298     ,3.7     
CN3805500000000,38,055,"McLean County, ND",2016,,"5,090     ","4,914     ",176     ,3.5     
CN3805700000000,38,057,"Mercer County, ND",2016,,"4,673     ","4,469     ",204     ,4.4     
CN3805900000000,38,059,"Morton County, ND",2016,,"16,866     ","16,320     ",546     ,3.2     
CN3806100000000,38,061,"Mountrail County, ND",2016,,"7,162     ","6,950     ",212     ,3.0     
CN3806300000000,38,063,"Nelson County, ND",2016,,"1,541     ","1,489     ",52     ,3.4     
CN3806500000000,38,065,"Oliver County, ND",2016,,902     ,853     ,49     ,5.4     
CN3806700000000,38,067,"Pembina County, ND",2016,,"3,675     ","3,492     ",183     ,5.0     
CN3806900000000,38,069,"Pierce County, ND",2016,,"1,906     ","1,831     ",75     ,3.9     
CN3807100000000,38,071,"Ramsey County, ND",2016,,"6,172     ","5,998     ",174     ,2.8     
CN3807300000000,38,073,"Ransom County, ND",2016,,"2,850     ","2,787     ",63     ,2.2     
CN3807500000000,38,075,"Renville County, ND",2016,,"1,313     ","1,263     ",50     ,3.8     
CN3807700000000,38,077,"Richland County, ND",2016,,"8,941     ","8,698     ",243     ,2.7     
CN3807900000000,38,079,"Rolette County, ND",2016,,"5,004     ","4,466     ",538     ,10.8     
CN3808100000000,38,081,"Sargent County, ND",2016,,"2,343     ","2,298     ",45     ,1.9     
CN3808300000000,38,083,"Sheridan County, ND",2016,,739     ,698     ,41     ,5.5     
CN3808500000000,38,085,"Sioux County, ND",2016,,"1,345     ","1,286     ",59     ,4.4     
CN3808700000000,38,087,"Slope County, ND",2016,,438     ,427     ,11     ,2.5     
CN3808900000000,38,089,"Stark County, ND",2016,,"18,161     ","17,456     ",705     ,3.9     
CN3809100000000,38,091,"Steele County, ND",2016,,"1,079     ","1,056     ",23     ,2.1     
CN3809300000000,38,093,"Stutsman County, ND",2016,,"11,127     ","10,854     ",273     ,2.5     
CN3809500000000,38,095,"Towner County, ND",2016,,"1,337     ","1,308     ",29     ,2.2     
CN3809700000000,38,097,"Traill County, ND",2016,,"4,619     ","4,491     ",128     ,2.8     
CN3809900000000,38,099,"Walsh County, ND",2016,,"5,685     ","5,472     ",213     ,3.7     
CN3810100000000,38,101,"Ward County, ND",2016,,"33,679     ","32,301     ","1,378     ",4.1     
CN3810300000000,38,103,"Wells County, ND",2016,,"2,201     ","2,116     ",85     ,3.9     
CN3810500000000,38,105,"Williams County, ND",2016,,"22,726     ","21,742     ",984     ,4.3     
CN3900100000000,39,001,"Adams County, OH",2016,,"10,957     ","10,135     ",822     ,7.5     
CN3900300000000,39,003,"Allen County, OH",2016,,"48,327     ","45,909     ","2,418     ",5.0     
CN3900500000000,39,005,"Ashland County, OH",2016,,"26,293     ","24,965     ","1,328     ",5.1     
CN3900700000000,39,007,"Ashtabula County, OH",2016,,"44,280     ","41,585     ","2,695     ",6.1     
CN3900900000000,39,009,"Athens County, OH",2016,,"28,054     ","26,263     ","1,791     ",6.4     
CN3901100000000,39,011,"Auglaize County, OH",2016,,"24,656     ","23,739     ",917     ,3.7     
CN3901300000000,39,013,"Belmont County, OH",2016,,"31,048     ","28,737     ","2,311     ",7.4     
CN3901500000000,39,015,"Brown County, OH",2016,,"19,519     ","18,391     ","1,128     ",5.8     
CN3901700000000,39,017,"Butler County, OH",2016,,"189,702     ","181,180     ","8,522     ",4.5     
CN3901900000000,39,019,"Carroll County, OH",2016,,"13,455     ","12,536     ",919     ,6.8     
CN3902100000000,39,021,"Champaign County, OH",2016,,"19,909     ","19,015     ",894     ,4.5     
CN3902300000000,39,023,"Clark County, OH",2016,,"63,662     ","60,335     ","3,327     ",5.2     
CN3902500000000,39,025,"Clermont County, OH",2016,,"104,053     ","99,444     ","4,609     ",4.4     
CN3902700000000,39,027,"Clinton County, OH",2016,,"17,192     ","16,193     ",999     ,5.8     
CN3902900000000,39,029,"Columbiana County, OH",2016,,"48,444     ","45,214     ","3,230     ",6.7     
CN3903100000000,39,031,"Coshocton County, OH",2016,,"15,013     ","13,951     ","1,062     ",7.1     
CN3903300000000,39,033,"Crawford County, OH",2016,,"19,193     ","18,041     ","1,152     ",6.0     
CN3903500000000,39,035,"Cuyahoga County, OH",2016,,"610,404     ","576,199     ","34,205     ",5.6     
CN3903700000000,39,037,"Darke County, OH",2016,,"26,412     ","25,327     ","1,085     ",4.1     
CN3903900000000,39,039,"Defiance County, OH",2016,,"18,405     ","17,499     ",906     ,4.9     
CN3904100000000,39,041,"Delaware County, OH",2016,,"105,007     ","101,224     ","3,783     ",3.6     
CN3904300000000,39,043,"Erie County, OH",2016,,"37,467     ","35,418     ","2,049     ",5.5     
CN3904500000000,39,045,"Fairfield County, OH",2016,,"76,063     ","72,786     ","3,277     ",4.3     
CN3904700000000,39,047,"Fayette County, OH",2016,,"14,507     ","13,867     ",640     ,4.4     
CN3904900000000,39,049,"Franklin County, OH",2016,,"667,760     ","640,325     ","27,435     ",4.1     
CN3905100000000,39,051,"Fulton County, OH",2016,,"22,708     ","21,655     ","1,053     ",4.6     
CN3905300000000,39,053,"Gallia County, OH",2016,,"12,142     ","11,316     ",826     ,6.8     
CN3905500000000,39,055,"Geauga County, OH",2016,,"48,901     ","46,693     ","2,208     ",4.5     
CN3905700000000,39,057,"Greene County, OH",2016,,"81,210     ","77,689     ","3,521     ",4.3     
CN3905900000000,39,059,"Guernsey County, OH",2016,,"18,912     ","17,576     ","1,336     ",7.1     
CN3906100000000,39,061,"Hamilton County, OH",2016,,"405,509     ","387,608     ","17,901     ",4.4     
CN3906300000000,39,063,"Hancock County, OH",2016,,"41,522     ","39,995     ","1,527     ",3.7     
CN3906500000000,39,065,"Hardin County, OH",2016,,"14,397     ","13,680     ",717     ,5.0     
CN3906700000000,39,067,"Harrison County, OH",2016,,"6,978     ","6,446     ",532     ,7.6     
CN3906900000000,39,069,"Henry County, OH",2016,,"13,624     ","12,897     ",727     ,5.3     
CN3907100000000,39,071,"Highland County, OH",2016,,"16,952     ","15,879     ","1,073     ",6.3     
CN3907300000000,39,073,"Hocking County, OH",2016,,"13,029     ","12,303     ",726     ,5.6     
CN3907500000000,39,075,"Holmes County, OH",2016,,"21,022     ","20,266     ",756     ,3.6     
CN3907700000000,39,077,"Huron County, OH",2016,,"28,152     ","26,324     ","1,828     ",6.5     
CN3907900000000,39,079,"Jackson County, OH",2016,,"12,817     ","11,812     ","1,005     ",7.8     
CN3908100000000,39,081,"Jefferson County, OH",2016,,"28,940     ","26,527     ","2,413     ",8.3     
CN3908300000000,39,083,"Knox County, OH",2016,,"31,275     ","29,831     ","1,444     ",4.6     
CN3908500000000,39,085,"Lake County, OH",2016,,"124,192     ","118,046     ","6,146     ",4.9     
CN3908700000000,39,087,"Lawrence County, OH",2016,,"24,783     ","23,174     ","1,609     ",6.5     
CN3908900000000,39,089,"Licking County, OH",2016,,"88,372     ","84,507     ","3,865     ",4.4     
CN3909100000000,39,091,"Logan County, OH",2016,,"23,355     ","22,379     ",976     ,4.2     
CN3909300000000,39,093,"Lorain County, OH",2016,,"151,827     ","142,631     ","9,196     ",6.1     
CN3909500000000,39,095,"Lucas County, OH",2016,,"210,702     ","199,811     ","10,891     ",5.2     
CN3909700000000,39,097,"Madison County, OH",2016,,"20,367     ","19,567     ",800     ,3.9     
CN3909900000000,39,099,"Mahoning County, OH",2016,,"106,092     ","99,332     ","6,760     ",6.4     
CN3910100000000,39,101,"Marion County, OH",2016,,"27,778     ","26,370     ","1,408     ",5.1     
CN3910300000000,39,103,"Medina County, OH",2016,,"95,599     ","91,345     ","4,254     ",4.4     
CN3910500000000,39,105,"Meigs County, OH",2016,,"8,964     ","8,201     ",763     ,8.5     
CN3910700000000,39,107,"Mercer County, OH",2016,,"23,460     ","22,695     ",765     ,3.3     
CN3910900000000,39,109,"Miami County, OH",2016,,"53,087     ","50,779     ","2,308     ",4.3     
CN3911100000000,39,111,"Monroe County, OH",2016,,"5,326     ","4,735     ",591     ,11.1     
CN3911300000000,39,113,"Montgomery County, OH",2016,,"250,398     ","238,072     ","12,326     ",4.9     
CN3911500000000,39,115,"Morgan County, OH",2016,,"6,761     ","6,201     ",560     ,8.3     
CN3911700000000,39,117,"Morrow County, OH",2016,,"16,790     ","15,944     ",846     ,5.0     
CN3911900000000,39,119,"Muskingum County, OH",2016,,"39,787     ","37,396     ","2,391     ",6.0     
CN3912100000000,39,121,"Noble County, OH",2016,,"4,899     ","4,472     ",427     ,8.7     
CN3912300000000,39,123,"Ottawa County, OH",2016,,"21,060     ","19,702     ","1,358     ",6.4     
CN3912500000000,39,125,"Paulding County, OH",2016,,"8,888     ","8,480     ",408     ,4.6     
CN3912700000000,39,127,"Perry County, OH",2016,,"15,910     ","14,898     ","1,012     ",6.4     
CN3912900000000,39,129,"Pickaway County, OH",2016,,"26,239     ","24,976     ","1,263     ",4.8     
CN3913100000000,39,131,"Pike County, OH",2016,,"10,821     ","10,010     ",811     ,7.5     
CN3913300000000,39,133,"Portage County, OH",2016,,"87,246     ","82,873     ","4,373     ",5.0     
CN3913500000000,39,135,"Preble County, OH",2016,,"21,046     ","20,047     ",999     ,4.7     
CN3913700000000,39,137,"Putnam County, OH",2016,,"18,929     ","18,237     ",692     ,3.7     
